doc_id,unit_id,temporal_index,content,modality
lecture_24,U19,19,Neural network architecture diagram,diagram
lecture_24,U20,20,Introduction to linear regression and supervised learning,text
lecture_25,U1,1,Neural network architecture diagram,diagram
lecture_25,U2,2,Discussion of overfitting and model generalization,text
lecture_25,U3,3,Comparison table of algorithm performance metrics,table
lecture_25,U4,4,σ(x) = 1 / (1 + e^-x),equation
lecture_25,U5,5,Dataset statistics table showing samples and features,table
lecture_25,U6,6,Diagram showing regression line fitting data points,diagram
lecture_25,U7,7,Evaluation metrics table including precision recall and F1,table
lecture_25,U8,8,Diagram showing regression line fitting data points,diagram
lecture_25,U9,9,Graphical illustration of gradient descent,diagram
lecture_25,U10,10,Explanation of gradient descent optimization,text
lecture_25,U11,11,Graphical illustration of gradient descent,diagram
lecture_25,U12,12,Training data table with input-output pairs,table
lecture_25,U13,13,∂L/∂w = (ŷ - y)x,equation
lecture_25,U14,14,∂L/∂w = (ŷ - y)x,equation
lecture_25,U15,15,Introduction to linear regression and supervised learning,text
lecture_25,U16,16,Dataset statistics table showing samples and features,table
lecture_25,U17,17,Explanation of feature scaling and normalization,text
lecture_25,U18,18,y = wx + b,equation
lecture_25,U19,19,Explanation of feature scaling and normalization,text
lecture_25,U20,20,Introduction to linear regression and supervised learning,text
lecture_26,U1,1,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_26,U2,2,Overview of neural networks and activation functions,text
lecture_26,U3,3,Neural network architecture diagram,diagram
lecture_26,U4,4,Introduction to linear regression and supervised learning,text
lecture_26,U5,5,Neural network architecture diagram,diagram
lecture_26,U6,6,Discussion of overfitting and model generalization,text
lecture_26,U7,7,Introduction to linear regression and supervised learning,text
lecture_26,U8,8,Hyperparameter tuning results table,table
lecture_26,U9,9,Overview of neural networks and activation functions,text
lecture_26,U10,10,Diagram showing regression line fitting data points,diagram
lecture_26,U11,11,Dataset statistics table showing samples and features,table
lecture_26,U12,12,Dataset statistics table showing samples and features,table
lecture_26,U13,13,Evaluation metrics table including precision recall and F1,table
lecture_26,U14,14,Overview of neural networks and activation functions,text
lecture_26,U15,15,Introduction to linear regression and supervised learning,text
lecture_26,U16,16,Graphical illustration of gradient descent,diagram
lecture_26,U17,17,Training data table with input-output pairs,table
lecture_26,U18,18,Explanation of gradient descent optimization,text
lecture_26,U19,19,Dataset statistics table showing samples and features,table
lecture_26,U20,20,Graphical illustration of gradient descent,diagram
lecture_27,U1,1,σ(x) = 1 / (1 + e^-x),equation
lecture_27,U2,2,Neural network architecture diagram,diagram
lecture_27,U3,3,Flowchart of machine learning pipeline,diagram
lecture_27,U4,4,Overview of neural networks and activation functions,text
lecture_27,U5,5,Training data table with input-output pairs,table
lecture_27,U6,6,Comparison table of algorithm performance metrics,table
lecture_27,U7,7,Overview of neural networks and activation functions,text
lecture_27,U8,8,Comparison table of algorithm performance metrics,table
lecture_27,U9,9,Training data table with input-output pairs,table
lecture_27,U10,10,Discussion of overfitting and model generalization,text
lecture_27,U11,11,∂L/∂w = (ŷ - y)x,equation
lecture_27,U12,12,Evaluation metrics table including precision recall and F1,table
lecture_27,U13,13,Training data table with input-output pairs,table
lecture_27,U14,14,Visualization of decision boundary,diagram
lecture_27,U15,15,L = (1/n) Σ (y - ŷ)^2,equation
lecture_27,U16,16,Graphical illustration of gradient descent,diagram
lecture_27,U17,17,Neural network architecture diagram,diagram
lecture_27,U18,18,Introduction to linear regression and supervised learning,text
lecture_27,U19,19,Discussion of overfitting and model generalization,text
lecture_27,U20,20,∂L/∂w = (ŷ - y)x,equation
lecture_28,U1,1,y = wx + b,equation
lecture_28,U2,2,Training data table with input-output pairs,table
lecture_28,U3,3,L = (1/n) Σ (y - ŷ)^2,equation
lecture_28,U4,4,Overview of neural networks and activation functions,text
lecture_28,U5,5,Training data table with input-output pairs,table
lecture_28,U6,6,Evaluation metrics table including precision recall and F1,table
lecture_28,U7,7,Comparison table of algorithm performance metrics,table
lecture_28,U8,8,Explanation of feature scaling and normalization,text
lecture_28,U9,9,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_28,U10,10,Discussion of overfitting and model generalization,text
lecture_28,U11,11,Explanation of gradient descent optimization,text
lecture_28,U12,12,y = wx + b,equation
lecture_28,U13,13,Explanation of feature scaling and normalization,text
lecture_28,U14,14,Evaluation metrics table including precision recall and F1,table
lecture_28,U15,15,Comparison table of algorithm performance metrics,table
lecture_28,U16,16,Training data table with input-output pairs,table
lecture_28,U17,17,Neural network architecture diagram,diagram
lecture_28,U18,18,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_28,U19,19,Diagram showing regression line fitting data points,diagram
lecture_28,U20,20,σ(x) = 1 / (1 + e^-x),equation
lecture_29,U1,1,Hyperparameter tuning results table,table
lecture_29,U2,2,Comparison table of algorithm performance metrics,table
lecture_29,U3,3,Neural network architecture diagram,diagram
lecture_29,U4,4,y = wx + b,equation
lecture_29,U5,5,Neural network architecture diagram,diagram
lecture_29,U6,6,L = (1/n) Σ (y - ŷ)^2,equation
lecture_29,U7,7,σ(x) = 1 / (1 + e^-x),equation
lecture_29,U8,8,Discussion of overfitting and model generalization,text
lecture_29,U9,9,Explanation of gradient descent optimization,text
lecture_29,U10,10,Discussion of overfitting and model generalization,text
lecture_29,U11,11,Dataset statistics table showing samples and features,table
lecture_29,U12,12,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_29,U13,13,Evaluation metrics table including precision recall and F1,table
lecture_29,U14,14,Neural network architecture diagram,diagram
lecture_29,U15,15,Explanation of gradient descent optimization,text
lecture_29,U16,16,L = (1/n) Σ (y - ŷ)^2,equation
lecture_29,U17,17,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_29,U18,18,Neural network architecture diagram,diagram
lecture_29,U19,19,Diagram showing regression line fitting data points,diagram
lecture_29,U20,20,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_30,U1,1,Introduction to linear regression and supervised learning,text
lecture_30,U2,2,Visualization of decision boundary,diagram
lecture_30,U3,3,σ(x) = 1 / (1 + e^-x),equation
lecture_30,U4,4,y = wx + b,equation
lecture_30,U5,5,Discussion of overfitting and model generalization,text
lecture_30,U6,6,Introduction to linear regression and supervised learning,text
lecture_30,U7,7,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_30,U8,8,Flowchart of machine learning pipeline,diagram
lecture_30,U9,9,Explanation of gradient descent optimization,text
lecture_30,U10,10,Explanation of gradient descent optimization,text
lecture_30,U11,11,Visualization of decision boundary,diagram
lecture_30,U12,12,Introduction to linear regression and supervised learning,text
lecture_30,U13,13,Overview of neural networks and activation functions,text
lecture_30,U14,14,Discussion of overfitting and model generalization,text
lecture_30,U15,15,Diagram showing regression line fitting data points,diagram
lecture_30,U16,16,Discussion of overfitting and model generalization,text
lecture_30,U17,17,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_30,U18,18,Discussion of overfitting and model generalization,text
lecture_30,U19,19,Introduction to linear regression and supervised learning,text
lecture_30,U20,20,Explanation of gradient descent optimization,text
lecture_31,U1,1,Neural network architecture diagram,diagram
lecture_31,U2,2,y = wx + b,equation
lecture_31,U3,3,Overview of neural networks and activation functions,text
lecture_31,U4,4,Graphical illustration of gradient descent,diagram
lecture_31,U5,5,Graphical illustration of gradient descent,diagram
lecture_31,U6,6,Neural network architecture diagram,diagram
lecture_31,U7,7,Explanation of gradient descent optimization,text
lecture_31,U8,8,Discussion of overfitting and model generalization,text
lecture_31,U9,9,Flowchart of machine learning pipeline,diagram
lecture_31,U10,10,Explanation of gradient descent optimization,text
lecture_31,U11,11,Discussion of overfitting and model generalization,text
lecture_31,U12,12,Comparison table of algorithm performance metrics,table
lecture_31,U13,13,Evaluation metrics table including precision recall and F1,table
lecture_31,U14,14,Explanation of gradient descent optimization,text
lecture_31,U15,15,Diagram showing regression line fitting data points,diagram
lecture_31,U16,16,y = wx + b,equation
lecture_31,U17,17,Comparison table of algorithm performance metrics,table
lecture_31,U18,18,Flowchart of machine learning pipeline,diagram
lecture_31,U19,19,Dataset statistics table showing samples and features,table
lecture_31,U20,20,Explanation of feature scaling and normalization,text
lecture_32,U1,1,Introduction to linear regression and supervised learning,text
lecture_32,U2,2,Flowchart of machine learning pipeline,diagram
lecture_32,U3,3,Training data table with input-output pairs,table
lecture_32,U4,4,Diagram showing regression line fitting data points,diagram
lecture_32,U5,5,Training data table with input-output pairs,table
lecture_32,U6,6,Neural network architecture diagram,diagram
lecture_32,U7,7,Graphical illustration of gradient descent,diagram
lecture_32,U8,8,Diagram showing regression line fitting data points,diagram
lecture_32,U9,9,Dataset statistics table showing samples and features,table
lecture_32,U10,10,∂L/∂w = (ŷ - y)x,equation
lecture_32,U11,11,Evaluation metrics table including precision recall and F1,table
lecture_32,U12,12,Dataset statistics table showing samples and features,table
lecture_32,U13,13,Evaluation metrics table including precision recall and F1,table
lecture_32,U14,14,Training data table with input-output pairs,table
lecture_32,U15,15,Explanation of feature scaling and normalization,text
lecture_32,U16,16,Graphical illustration of gradient descent,diagram
lecture_32,U17,17,Neural network architecture diagram,diagram
lecture_32,U18,18,y = wx + b,equation
lecture_32,U19,19,L = (1/n) Σ (y - ŷ)^2,equation
lecture_32,U20,20,σ(x) = 1 / (1 + e^-x),equation
lecture_33,U1,1,Explanation of gradient descent optimization,text
lecture_33,U2,2,Introduction to linear regression and supervised learning,text
lecture_33,U3,3,Training data table with input-output pairs,table
lecture_33,U4,4,Training data table with input-output pairs,table
lecture_33,U5,5,Explanation of gradient descent optimization,text
lecture_33,U6,6,Explanation of gradient descent optimization,text
lecture_33,U7,7,Comparison table of algorithm performance metrics,table
lecture_33,U8,8,Hyperparameter tuning results table,table
lecture_33,U9,9,σ(x) = 1 / (1 + e^-x),equation
lecture_33,U10,10,Visualization of decision boundary,diagram
lecture_33,U11,11,Flowchart of machine learning pipeline,diagram
lecture_33,U12,12,y = wx + b,equation
lecture_33,U13,13,L = (1/n) Σ (y - ŷ)^2,equation
lecture_33,U14,14,Graphical illustration of gradient descent,diagram
lecture_33,U15,15,Dataset statistics table showing samples and features,table
lecture_33,U16,16,y = wx + b,equation
lecture_33,U17,17,Graphical illustration of gradient descent,diagram
lecture_33,U18,18,∂L/∂w = (ŷ - y)x,equation
lecture_33,U19,19,Comparison table of algorithm performance metrics,table
lecture_33,U20,20,Visualization of decision boundary,diagram
lecture_34,U1,1,L = (1/n) Σ (y - ŷ)^2,equation
lecture_34,U2,2,L = (1/n) Σ (y - ŷ)^2,equation
lecture_34,U3,3,Diagram showing regression line fitting data points,diagram
lecture_34,U4,4,Evaluation metrics table including precision recall and F1,table
lecture_34,U5,5,y = wx + b,equation
lecture_34,U6,6,L = (1/n) Σ (y - ŷ)^2,equation
lecture_34,U7,7,Comparison table of algorithm performance metrics,table
lecture_34,U8,8,Evaluation metrics table including precision recall and F1,table
lecture_34,U9,9,Overview of neural networks and activation functions,text
lecture_34,U10,10,y = wx + b,equation
lecture_34,U11,11,Explanation of gradient descent optimization,text
lecture_34,U12,12,Discussion of overfitting and model generalization,text
lecture_34,U13,13,Overview of neural networks and activation functions,text
lecture_34,U14,14,L = (1/n) Σ (y - ŷ)^2,equation
lecture_34,U15,15,Explanation of gradient descent optimization,text
lecture_34,U16,16,Evaluation metrics table including precision recall and F1,table
lecture_34,U17,17,Hyperparameter tuning results table,table
lecture_34,U18,18,Diagram showing regression line fitting data points,diagram
lecture_34,U19,19,Diagram showing regression line fitting data points,diagram
lecture_34,U20,20,Neural network architecture diagram,diagram
lecture_35,U1,1,Hyperparameter tuning results table,table
lecture_35,U2,2,Overview of neural networks and activation functions,text
lecture_35,U3,3,Diagram showing regression line fitting data points,diagram
lecture_35,U4,4,Visualization of decision boundary,diagram
lecture_35,U5,5,y = wx + b,equation
lecture_35,U6,6,Explanation of feature scaling and normalization,text
lecture_35,U7,7,Visualization of decision boundary,diagram
lecture_35,U8,8,Graphical illustration of gradient descent,diagram
lecture_35,U9,9,Discussion of overfitting and model generalization,text
lecture_35,U10,10,Graphical illustration of gradient descent,diagram
lecture_35,U11,11,Neural network architecture diagram,diagram
lecture_35,U12,12,Graphical illustration of gradient descent,diagram
lecture_35,U13,13,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_35,U14,14,Visualization of decision boundary,diagram
lecture_35,U15,15,Neural network architecture diagram,diagram
lecture_35,U16,16,∂L/∂w = (ŷ - y)x,equation
lecture_35,U17,17,Dataset statistics table showing samples and features,table
lecture_35,U18,18,y = wx + b,equation
lecture_35,U19,19,Flowchart of machine learning pipeline,diagram
lecture_35,U20,20,Neural network architecture diagram,diagram
lecture_36,U1,1,Flowchart of machine learning pipeline,diagram
lecture_36,U2,2,Evaluation metrics table including precision recall and F1,table
lecture_36,U3,3,Discussion of overfitting and model generalization,text
lecture_36,U4,4,Dataset statistics table showing samples and features,table
lecture_36,U5,5,σ(x) = 1 / (1 + e^-x),equation
lecture_36,U6,6,Visualization of decision boundary,diagram
lecture_36,U7,7,Visualization of decision boundary,diagram
lecture_36,U8,8,σ(x) = 1 / (1 + e^-x),equation
lecture_36,U9,9,Dataset statistics table showing samples and features,table
lecture_36,U10,10,Overview of neural networks and activation functions,text
lecture_36,U11,11,Introduction to linear regression and supervised learning,text
lecture_36,U12,12,Overview of neural networks and activation functions,text
lecture_36,U13,13,Explanation of feature scaling and normalization,text
lecture_36,U14,14,Hyperparameter tuning results table,table
lecture_36,U15,15,Overview of neural networks and activation functions,text
lecture_36,U16,16,Visualization of decision boundary,diagram
lecture_36,U17,17,Graphical illustration of gradient descent,diagram
lecture_36,U18,18,Explanation of gradient descent optimization,text
lecture_36,U19,19,y = wx + b,equation
lecture_36,U20,20,Diagram showing regression line fitting data points,diagram
lecture_37,U1,1,y = wx + b,equation
lecture_37,U2,2,Training data table with input-output pairs,table
lecture_37,U3,3,Evaluation metrics table including precision recall and F1,table
lecture_37,U4,4,Evaluation metrics table including precision recall and F1,table
lecture_37,U5,5,Flowchart of machine learning pipeline,diagram
lecture_37,U6,6,Comparison table of algorithm performance metrics,table
lecture_37,U7,7,Introduction to linear regression and supervised learning,text
lecture_37,U8,8,L = (1/n) Σ (y - ŷ)^2,equation
lecture_37,U9,9,Graphical illustration of gradient descent,diagram
lecture_37,U10,10,Overview of neural networks and activation functions,text
lecture_37,U11,11,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_37,U12,12,Explanation of gradient descent optimization,text
lecture_37,U13,13,∂L/∂w = (ŷ - y)x,equation
lecture_37,U14,14,Training data table with input-output pairs,table
lecture_37,U15,15,Hyperparameter tuning results table,table
lecture_37,U16,16,Graphical illustration of gradient descent,diagram
lecture_37,U17,17,L = (1/n) Σ (y - ŷ)^2,equation
lecture_37,U18,18,Introduction to linear regression and supervised learning,text
lecture_37,U19,19,L = (1/n) Σ (y - ŷ)^2,equation
lecture_37,U20,20,σ(x) = 1 / (1 + e^-x),equation
lecture_38,U1,1,Visualization of decision boundary,diagram
lecture_38,U2,2,Dataset statistics table showing samples and features,table
lecture_38,U3,3,L = (1/n) Σ (y - ŷ)^2,equation
lecture_38,U4,4,Flowchart of machine learning pipeline,diagram
lecture_38,U5,5,Neural network architecture diagram,diagram
lecture_38,U6,6,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_38,U7,7,Visualization of decision boundary,diagram
lecture_38,U8,8,∂L/∂w = (ŷ - y)x,equation
lecture_38,U9,9,∂L/∂w = (ŷ - y)x,equation
lecture_38,U10,10,Graphical illustration of gradient descent,diagram
lecture_38,U11,11,σ(x) = 1 / (1 + e^-x),equation
lecture_38,U12,12,Training data table with input-output pairs,table
lecture_38,U13,13,Diagram showing regression line fitting data points,diagram
lecture_38,U14,14,Comparison table of algorithm performance metrics,table
lecture_38,U15,15,Discussion of overfitting and model generalization,text
lecture_38,U16,16,Diagram showing regression line fitting data points,diagram
lecture_38,U17,17,y = wx + b,equation
lecture_38,U18,18,Neural network architecture diagram,diagram
lecture_38,U19,19,Training data table with input-output pairs,table
lecture_38,U20,20,Discussion of overfitting and model generalization,text
lecture_39,U1,1,Discussion of overfitting and model generalization,text
lecture_39,U2,2,Discussion of overfitting and model generalization,text
lecture_39,U3,3,Graphical illustration of gradient descent,diagram
lecture_39,U4,4,Introduction to linear regression and supervised learning,text
lecture_39,U5,5,Explanation of feature scaling and normalization,text
lecture_39,U6,6,Visualization of decision boundary,diagram
lecture_39,U7,7,∂L/∂w = (ŷ - y)x,equation
lecture_39,U8,8,Flowchart of machine learning pipeline,diagram
lecture_39,U9,9,Evaluation metrics table including precision recall and F1,table
lecture_39,U10,10,Neural network architecture diagram,diagram
lecture_39,U11,11,Overview of neural networks and activation functions,text
lecture_39,U12,12,Comparison table of algorithm performance metrics,table
lecture_39,U13,13,Flowchart of machine learning pipeline,diagram
lecture_39,U14,14,Evaluation metrics table including precision recall and F1,table
lecture_39,U15,15,Visualization of decision boundary,diagram
lecture_39,U16,16,Training data table with input-output pairs,table
lecture_39,U17,17,Explanation of feature scaling and normalization,text
lecture_39,U18,18,Overview of neural networks and activation functions,text
lecture_39,U19,19,Overview of neural networks and activation functions,text
lecture_39,U20,20,Diagram showing regression line fitting data points,diagram
lecture_40,U1,1,Graphical illustration of gradient descent,diagram
lecture_40,U2,2,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_40,U3,3,Dataset statistics table showing samples and features,table
lecture_40,U4,4,Neural network architecture diagram,diagram
lecture_40,U5,5,L = (1/n) Σ (y - ŷ)^2,equation
lecture_40,U6,6,y = wx + b,equation
lecture_40,U7,7,y = wx + b,equation
lecture_40,U8,8,Dataset statistics table showing samples and features,table
lecture_40,U9,9,Neural network architecture diagram,diagram
lecture_40,U10,10,Evaluation metrics table including precision recall and F1,table
lecture_40,U11,11,Explanation of feature scaling and normalization,text
lecture_40,U12,12,y = wx + b,equation
lecture_40,U13,13,Flowchart of machine learning pipeline,diagram
lecture_40,U14,14,Dataset statistics table showing samples and features,table
lecture_40,U15,15,Hyperparameter tuning results table,table
lecture_40,U16,16,Overview of neural networks and activation functions,text
lecture_40,U17,17,∂L/∂w = (ŷ - y)x,equation
lecture_40,U18,18,Flowchart of machine learning pipeline,diagram
lecture_40,U19,19,L = (1/n) Σ (y - ŷ)^2,equation
lecture_40,U20,20,Overview of neural networks and activation functions,text
lecture_41,U1,1,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_41,U2,2,σ(x) = 1 / (1 + e^-x),equation
lecture_41,U3,3,y = wx + b,equation
lecture_41,U4,4,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_41,U5,5,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_41,U6,6,Explanation of feature scaling and normalization,text
lecture_41,U7,7,Flowchart of machine learning pipeline,diagram
lecture_41,U8,8,Explanation of gradient descent optimization,text
lecture_41,U9,9,Hyperparameter tuning results table,table
lecture_41,U10,10,y = wx + b,equation
lecture_41,U11,11,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_41,U12,12,Training data table with input-output pairs,table
lecture_41,U13,13,Diagram showing regression line fitting data points,diagram
lecture_41,U14,14,Introduction to linear regression and supervised learning,text
lecture_41,U15,15,Explanation of feature scaling and normalization,text
lecture_41,U16,16,Training data table with input-output pairs,table
lecture_41,U17,17,Explanation of gradient descent optimization,text
lecture_41,U18,18,σ(x) = 1 / (1 + e^-x),equation
lecture_41,U19,19,Neural network architecture diagram,diagram
lecture_41,U20,20,Diagram showing regression line fitting data points,diagram
lecture_42,U1,1,Discussion of overfitting and model generalization,text
lecture_42,U2,2,σ(x) = 1 / (1 + e^-x),equation
lecture_42,U3,3,Dataset statistics table showing samples and features,table
lecture_42,U4,4,Comparison table of algorithm performance metrics,table
lecture_42,U5,5,Overview of neural networks and activation functions,text
lecture_42,U6,6,σ(x) = 1 / (1 + e^-x),equation
lecture_42,U7,7,Discussion of overfitting and model generalization,text
lecture_42,U8,8,Visualization of decision boundary,diagram
lecture_42,U9,9,Explanation of gradient descent optimization,text
lecture_42,U10,10,Neural network architecture diagram,diagram
lecture_42,U11,11,y = wx + b,equation
lecture_42,U12,12,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_42,U13,13,Training data table with input-output pairs,table
lecture_42,U14,14,Evaluation metrics table including precision recall and F1,table
lecture_42,U15,15,Overview of neural networks and activation functions,text
lecture_42,U16,16,Diagram showing regression line fitting data points,diagram
lecture_42,U17,17,Graphical illustration of gradient descent,diagram
lecture_42,U18,18,Discussion of overfitting and model generalization,text
lecture_42,U19,19,Explanation of gradient descent optimization,text
lecture_42,U20,20,Evaluation metrics table including precision recall and F1,table
lecture_43,U1,1,Comparison table of algorithm performance metrics,table
lecture_43,U2,2,Hyperparameter tuning results table,table
lecture_43,U3,3,Explanation of gradient descent optimization,text
lecture_43,U4,4,Introduction to linear regression and supervised learning,text
lecture_43,U5,5,Introduction to linear regression and supervised learning,text
lecture_43,U6,6,Discussion of overfitting and model generalization,text
lecture_43,U7,7,Training data table with input-output pairs,table
lecture_43,U8,8,Evaluation metrics table including precision recall and F1,table
lecture_43,U9,9,Flowchart of machine learning pipeline,diagram
lecture_43,U10,10,L = (1/n) Σ (y - ŷ)^2,equation
lecture_43,U11,11,Evaluation metrics table including precision recall and F1,table
lecture_43,U12,12,Dataset statistics table showing samples and features,table
lecture_43,U13,13,Dataset statistics table showing samples and features,table
lecture_43,U14,14,Flowchart of machine learning pipeline,diagram
lecture_43,U15,15,Explanation of feature scaling and normalization,text
lecture_43,U16,16,y = wx + b,equation
lecture_43,U17,17,Overview of neural networks and activation functions,text
lecture_43,U18,18,Introduction to linear regression and supervised learning,text
lecture_43,U19,19,Explanation of gradient descent optimization,text
lecture_43,U20,20,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_44,U1,1,Flowchart of machine learning pipeline,diagram
lecture_44,U2,2,Hyperparameter tuning results table,table
lecture_44,U3,3,Neural network architecture diagram,diagram
lecture_44,U4,4,Dataset statistics table showing samples and features,table
lecture_44,U5,5,Explanation of gradient descent optimization,text
lecture_44,U6,6,y = wx + b,equation
lecture_44,U7,7,∂L/∂w = (ŷ - y)x,equation
lecture_44,U8,8,Explanation of feature scaling and normalization,text
lecture_44,U9,9,Flowchart of machine learning pipeline,diagram
lecture_44,U10,10,Training data table with input-output pairs,table
lecture_44,U11,11,Comparison table of algorithm performance metrics,table
lecture_44,U12,12,Neural network architecture diagram,diagram
lecture_44,U13,13,Training data table with input-output pairs,table
lecture_44,U14,14,Diagram showing regression line fitting data points,diagram
lecture_44,U15,15,∂L/∂w = (ŷ - y)x,equation
lecture_44,U16,16,∂L/∂w = (ŷ - y)x,equation
lecture_44,U17,17,L = (1/n) Σ (y - ŷ)^2,equation
lecture_44,U18,18,Evaluation metrics table including precision recall and F1,table
lecture_44,U19,19,Hyperparameter tuning results table,table
lecture_44,U20,20,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_45,U1,1,Visualization of decision boundary,diagram
lecture_45,U2,2,∂L/∂w = (ŷ - y)x,equation
lecture_45,U3,3,Flowchart of machine learning pipeline,diagram
lecture_45,U4,4,Discussion of overfitting and model generalization,text
lecture_45,U5,5,Comparison table of algorithm performance metrics,table
lecture_45,U6,6,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_45,U7,7,Visualization of decision boundary,diagram
lecture_45,U8,8,Dataset statistics table showing samples and features,table
lecture_45,U9,9,Discussion of overfitting and model generalization,text
lecture_45,U10,10,Graphical illustration of gradient descent,diagram
lecture_45,U11,11,Evaluation metrics table including precision recall and F1,table
lecture_45,U12,12,Evaluation metrics table including precision recall and F1,table
lecture_45,U13,13,Training data table with input-output pairs,table
lecture_45,U14,14,Hyperparameter tuning results table,table
lecture_45,U15,15,∂L/∂w = (ŷ - y)x,equation
lecture_45,U16,16,Visualization of decision boundary,diagram
lecture_45,U17,17,Explanation of feature scaling and normalization,text
lecture_45,U18,18,σ(x) = 1 / (1 + e^-x),equation
lecture_45,U19,19,Explanation of gradient descent optimization,text
lecture_45,U20,20,Hyperparameter tuning results table,table
lecture_46,U1,1,Graphical illustration of gradient descent,diagram
lecture_46,U2,2,Overview of neural networks and activation functions,text
lecture_46,U3,3,y = wx + b,equation
lecture_46,U4,4,Overview of neural networks and activation functions,text
lecture_46,U5,5,Neural network architecture diagram,diagram
lecture_46,U6,6,y = wx + b,equation
lecture_46,U7,7,y = wx + b,equation
lecture_46,U8,8,σ(x) = 1 / (1 + e^-x),equation
lecture_46,U9,9,Dataset statistics table showing samples and features,table
lecture_46,U10,10,Neural network architecture diagram,diagram
lecture_46,U11,11,Neural network architecture diagram,diagram
lecture_46,U12,12,Explanation of feature scaling and normalization,text
lecture_46,U13,13,Flowchart of machine learning pipeline,diagram
lecture_46,U14,14,Introduction to linear regression and supervised learning,text
lecture_46,U15,15,Explanation of gradient descent optimization,text
lecture_46,U16,16,Comparison table of algorithm performance metrics,table
lecture_46,U17,17,y = wx + b,equation
lecture_46,U18,18,Neural network architecture diagram,diagram
lecture_46,U19,19,Graphical illustration of gradient descent,diagram
lecture_46,U20,20,Visualization of decision boundary,diagram
lecture_47,U1,1,y = wx + b,equation
lecture_47,U2,2,Neural network architecture diagram,diagram
lecture_47,U3,3,Neural network architecture diagram,diagram
lecture_47,U4,4,Comparison table of algorithm performance metrics,table
lecture_47,U5,5,Flowchart of machine learning pipeline,diagram
lecture_47,U6,6,σ(x) = 1 / (1 + e^-x),equation
lecture_47,U7,7,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_47,U8,8,Evaluation metrics table including precision recall and F1,table
lecture_47,U9,9,Comparison table of algorithm performance metrics,table
lecture_47,U10,10,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_47,U11,11,Comparison table of algorithm performance metrics,table
lecture_47,U12,12,Comparison table of algorithm performance metrics,table
lecture_47,U13,13,Visualization of decision boundary,diagram
lecture_47,U14,14,Hyperparameter tuning results table,table
lecture_47,U15,15,Hyperparameter tuning results table,table
lecture_47,U16,16,L = (1/n) Σ (y - ŷ)^2,equation
lecture_47,U17,17,Flowchart of machine learning pipeline,diagram
lecture_47,U18,18,Hyperparameter tuning results table,table
lecture_47,U19,19,Introduction to linear regression and supervised learning,text
lecture_47,U20,20,Explanation of gradient descent optimization,text
lecture_48,U1,1,Flowchart of machine learning pipeline,diagram
lecture_48,U2,2,Graphical illustration of gradient descent,diagram
lecture_48,U3,3,y = wx + b,equation
lecture_48,U4,4,Hyperparameter tuning results table,table
lecture_48,U5,5,L = (1/n) Σ (y - ŷ)^2,equation
lecture_48,U6,6,Visualization of decision boundary,diagram
lecture_48,U7,7,Training data table with input-output pairs,table
lecture_48,U8,8,Comparison table of algorithm performance metrics,table
lecture_48,U9,9,Explanation of feature scaling and normalization,text
lecture_48,U10,10,Discussion of overfitting and model generalization,text
lecture_48,U11,11,Training data table with input-output pairs,table
lecture_48,U12,12,Introduction to linear regression and supervised learning,text
lecture_48,U13,13,∂L/∂w = (ŷ - y)x,equation
lecture_48,U14,14,Explanation of gradient descent optimization,text
lecture_48,U15,15,Training data table with input-output pairs,table
lecture_48,U16,16,Flowchart of machine learning pipeline,diagram
lecture_48,U17,17,Comparison table of algorithm performance metrics,table
lecture_48,U18,18,softmax(z_i) = e^{z_i} / Σ e^{z_j},equation
lecture_48,U19,19,Overview of neural networks and activation functions,text
lecture_48,U20,20,Graphical illustration of gradient descent,diagram
lecture_49,U1,1,Visualization of decision boundary,diagram
lecture_49,U2,2,y = wx + b,equation
lecture_49,U3,3,Introduction to linear regression and supervised learning,text
lecture_49,U4,4,Flowchart of machine learning pipeline,diagram
lecture_49,U5,5,σ(x) = 1 / (1 + e^-x),equation
